ucsc.5utr	ucsc.5utr.chr	ucsc.5utr.start	ucsc.5utr.end	ucsc.3utr	ucsc.3utr.chr	ucsc.3utr.start	ucsc.3utr.end
ENOPH1	uc003hmv.3	chr4	83351726	83351982	uc003hmx.4	chr4	83351815	83382244
THAP9	uc003hnv.2	chr4	83825889	83838214	uc003hnu.1	chr4	83821837	83841438
COPS4	uc003hoa.3	chr4	83956239	83956377	uc010ijx.3	chr4	83996507	83996971
MRPS18C	uc003hor.4	chr4	84377118	84377230	uc003hor.4	chr4	84382351	84382929
AGPAT9	uc003hoy.4	chr4	84457067	84457775	uc003hoy.4	chr4	84525921	84527027
CDS1	uc011ccv.2	chr4	85504057	85504554	uc011ccv.2	chr4	85569840	85572493
WDFY3-AS2	NA	NA	NA	NA	uc003hph.2	chr4	85887971	85928168
ARHGAP24	uc003hpl.3	chr4	86699851	86844817	uc003hpk.3	chr4	86921876	86923823
MIR4451	NA	NA	NA	NA	uc021xps.1	chr4	86643621	86643686
BC038746	NA	NA	NA	NA	uc003hpw.3	chr4	87040962	87141079
PTPN13	uc003hpy.3	chr4	87515468	87556409	uc003hpy.3	chr4	87735705	87736328
AFF1	uc011ccx.2	chr4	87856154	87967885	uc003hqi.1	chr4	87857562	87869723
NUDT9	uc003hqr.3	chr4	88343749	88356175	uc003hqq.3	chr4	88379174	88380606
DSPP	uc003hqu.3	chr4	88529681	88532060	uc003hqu.3	chr4	88537721	88538025
DMP1	uc003hqv.3	chr4	88571454	88577644	uc003hqv.3	chr4	88584473	88585512
IBSP	uc003hqx.4	chr4	88720702	88723513	uc003hqx.4	chr4	88733063	88733601
MEPE	uc021xpu.1	chr4	88742563	88755866	uc021xpu.1	chr4	88767599	88767968
SPP1	uc011cde.2	chr4	88896802	88898870	uc011cde.2	chr4	88904049	88904563
PKD2	uc011cdh.2	chr4	88973143	88987004	uc003hre.3	chr4	88996847	88998931
BC027846	NA	NA	NA	NA	uc003hro.3	chr4	89206094	89252573
HERC6	uc011cdl.3	chr4	89299891	89345848	uc011cdk.2	chr4	89299891	89364249
HERC5	uc011cdm.3	chr4	89389007	89389525	uc003hrt.4	chr4	89427030	89427319
HERC3	uc011cdn.2	chr4	89513574	89571118	uc003hrw.2	chr4	89628112	89629693
FAM13A-AS1	NA	NA	NA	NA	uc003hry.1	chr4	89630940	89651254
TIGD2	uc003hsk.3	chr4	90033968	90034125	uc003hsk.3	chr4	90035704	90036052
LOC644248	NA	NA	NA	NA	uc021xqd.1	chr4	90757552	90763142
MMRN1	uc011cds.2	chr4	90823197	90833125	uc010iku.3	chr4	90874570	90875780
CCSER1	uc003hsu.3	chr4	91048684	91229435	uc010ikv.2	chr4	91048684	91844681
GRID2	uc010ikz.1	chr4	94125100	94138056	uc011cdv.1	chr4	93744100	94128608
ATOH1	NA	NA	NA	NA	NA	NA	NA	NA
SMARCAD1	uc010ila.3	chr4	95129235	95155147	uc003htb.4	chr4	95210686	95212443
PDLIM5	uc003htj.4	chr4	95373008	95539209	uc031sgk.1	chr4	95373008	95378340
BMPR1B	uc003htm.4	chr4	95679128	96025575	uc003htm.4	chr4	96075825	96079601
PDHA2	uc003htr.4	chr4	96761239	96761301	uc003htr.4	chr4	96762469	96762625
STPG2-AS1	NA	NA	NA	NA	uc031sgo.1	chr4	98288077	98411315
RAP1GDS1	uc003htx.4	chr4	99182527	99182716	uc003htx.4	chr4	99363269	99365012
MIR3684	NA	NA	NA	NA	uc021xqh.1	chr4	99918538	99918611
METAP1	uc003huf.4	chr4	99916788	99916904	uc003hug.3	chr4	99943921	99983960
LOC100507053	NA	NA	NA	NA	uc003hum.2	chr4	100010008	100222513
BC038532	NA	NA	NA	NA	uc003huq.3	chr4	100175086	100196208
C4orf17	uc003huw.3	chr4	100432161	100434238	uc003hux.3	chr4	100432161	100463460
MTTP	uc003hvc.4	chr4	100485240	100496066	uc003hvc.4	chr4	100544006	100545154
DAPP1	uc011cek.2	chr4	100737981	100738070	uc010ilh.3	chr4	100787732	100791346
FLJ20021	uc003hvw.3	chr4	102268934	102269537	uc003hvw.3	chr4	102269931	102270040
BANK1	uc003hvx.4	chr4	102341118	102642565	uc003hvx.4	chr4	102994901	102995969
NFKB1	uc011cep.2	chr4	103422486	103446675	uc011cep.2	chr4	103537752	103538459
AK093356	NA	NA	NA	NA	uc003hws.1	chr4	103749291	103765255
CISD2	uc003hwt.4	chr4	103790135	103790241	uc003hwt.4	chr4	103808588	103813963
AK094561	NA	NA	NA	NA	uc003hxh.1	chr4	105412122	105597345
TET2	uc021xqk.1	chr4	106067032	106155099	uc003hxj.2	chr4	106155054	106194075
ARHGEF38-IT1	NA	NA	NA	NA	uc031sgs.1	chr4	106482748	106491392
ARHGEF38	uc003hxu.3	chr4	106473777	106473922	uc003hxv.2	chr4	106599095	106602070
GSTCD	uc011cfb.2	chr4	106629941	106647972	uc003hxy.4	chr4	106766735	106768882
NPNT	uc011cfc.2	chr4	106816597	106816809	uc011cfc.2	chr4	106890148	106892828
AIMP1	uc011cfg.2	chr4	107236767	107246166	uc011cfg.2	chr4	107268850	107270381
SGMS2	uc003hyl.4	chr4	108745721	108816709	uc003hyl.4	chr4	108831710	108836204
CYP2U1	uc011cfi.2	chr4	108852717	108866262	uc003hyp.3	chr4	108871580	108874613
HADH	uc010ilx.3	chr4	108910870	108911088	uc010ilx.3	chr4	108955514	108956331
LEF1-AS1	NA	NA	NA	NA	uc021xqn.1	chr4	109088681	109097586
RPL34	uc003hyz.3	chr4	109541722	109543115	uc003hyz.3	chr4	109546369	109551639
OSTC	uc031sgt.1	chr4	109571741	109571811	uc031sgt.1	chr4	109588414	109588978
Mir_576	NA	NA	NA	NA	uc021xqq.1	chr4	110409854	110409951
SEC24B	uc003hzk.3	chr4	110354971	110355025	uc003hzk.3	chr4	110460832	110461615
CCDC109B	uc010imf.2	chr4	110481355	110481493	uc010imf.2	chr4	110603920	110604350
GAR1	uc003hzt.3	chr4	110736666	110737320	uc010imh.1	chr4	110740322	110740743
RRH	uc003hzv.3	chr4	110749150	110749183	uc003hzv.3	chr4	110765354	110765861
LRIT3	uc003hzw.4	chr4	110772486	110786391	uc031sgv.1	chr4	110791946	110793471
EGF	uc003hzy.4	chr4	110834040	110834491	uc010imk.3	chr4	110932469	110934118
ENPEP	uc003iab.4	chr4	111397229	111397570	uc003iab.4	chr4	111482715	111484493
C4orf32	uc003iah.2	chr4	113066553	113066736	uc003iah.2	chr4	113108095	113110237
AP1AR	uc010imm.1	chr4	113152895	113153247	uc003iaj.4	chr4	113189566	113191211
ALPK1	uc011cfx.2	chr4	113218499	113299012	uc003iao.4	chr4	113218499	113363764
LARP7	uc003iba.4	chr4	113558120	113567541	uc003iaz.4	chr4	113578484	113578748
ANK2	uc003ibc.2	chr4	113739239	113825658	uc003ibd.4	chr4	114302628	114304896
MIR577	NA	NA	NA	NA	uc021xqw.1	chr4	115577915	115578010
UGT8	uc003ibs.2	chr4	115519611	115544036	uc011cge.1	chr4	115544035	115598202
MIR1973	NA	NA	NA	NA	uc021xqy.1	chr4	117220881	117220924
NDST3	uc003ibw.3	chr4	118954773	118975065	uc003ibx.3	chr4	119176868	119179789
SNORA24	uc031sbs.1	chr3	128433414	128433548	uc003ibz.1	chr4	119200345	119200475
SNHG8	NA	NA	NA	NA	uc021xqz.1	chr4	119199917	119200978
AK308309	uc010imy.1	chr4	119434237	119434714	uc010imy.1	chr4	119435222	119435886
CEP170P1	uc003icb.3	chr4	119437495	119444511	uc003icb.3	chr4	119475256	119475359
AK024248	NA	NA	NA	NA	uc003icc.1	chr4	119512928	119554881
METTL14	uc003icf.3	chr4	119606574	119606689	uc003icf.3	chr4	119631458	119632077
SYNPO2	uc010ina.3	chr4	119809996	119810191	uc003icm.4	chr4	119953213	119959669
MYOZ2	uc003icp.4	chr4	120056939	120057680	uc003icp.4	chr4	120107356	120108944
USP53	uc003icu.4	chr4	120160373	120188633	uc003ics.4	chr4	120214367	120216673
LOC645513	NA	NA	NA	NA	uc021xrg.1	chr4	120375938	120420747
AF085995	NA	NA	NA	NA	uc003idi.4	chr4	120433528	120473183
PP12613	NA	NA	NA	NA	uc011cgk.2	chr4	122685740	122687963
EXOSC9	uc003ieb.3	chr4	122722748	122722963	uc010inp.1	chr4	122725777	122735782
KIAA1109	uc010ins.1	chr4	123117790	123131009	uc003iej.1	chr4	123145995	123148902
ADAD1	uc003ieo.3	chr4	123300121	123301224	uc003ieo.3	chr4	123350895	123350947
BC045668	NA	NA	NA	NA	uc003iet.3	chr4	123540138	123610315
BBS12	uc021xrm.1	chr4	123653857	123663047	uc021xrm.1	chr4	123665181	123666098
FGF2	uc003iev.1	chr4	123747863	123747930	uc003iev.1	chr4	123813552	123819390
SPATA5	uc003iey.3	chr4	123844225	123844297	uc003iez.4	chr4	124235220	124240604
SPRY1	uc031sgy.1	chr4	124317950	124322746	uc031sgy.1	chr4	124323707	124324915
LOC285419	NA	NA	NA	NA	uc011cgn.1	chr4	124573942	124851518
FAT4	uc003ifi.1	chr4	126369616	126369737	uc003ifj.4	chr4	126412924	126414087
INTU	uc003ifk.2	chr4	128554087	128554189	uc011cgq.2	chr4	128554087	128637934
SLC25A31	uc003ifl.3	chr4	128651555	128651700	uc003ifl.3	chr4	128694730	128695447
HSPA4L	uc010iny.1	chr4	128703453	128703705	uc003ifm.3	chr4	128754030	128754526
PLK4	uc011cgt.2	chr4	128802399	128803078	uc003ifo.3	chr4	128819697	128820377
C4orf29	uc021xrt.1	chr4	128886461	128904110	uc021xrs.1	chr4	128886461	128930346
LARP1B	uc003igc.3	chr4	129042981	129099644	uc010ioa.2	chr4	129100469	129144081
AK093416	NA	NA	NA	NA	uc003igh.1	chr4	129349225	129440549
PHF17	uc003igj.3	chr4	129730779	129752913	uc003igk.3	chr4	129793418	129796379
C4orf33	uc010ioc.1	chr4	130014829	130023765	uc003igu.4	chr4	130032947	130033843
BC041448	NA	NA	NA	NA	uc003igw.1	chr4	130701165	130876523
PCDH10	uc003iha.3	chr4	134070470	134071295	uc003iha.3	chr4	134111316	134112732
BC031238	NA	NA	NA	NA	uc003ihd.3	chr4	138114910	138119521
SLC7A11-AS1	NA	NA	NA	NA	uc003ihi.2	chr4	139010168	139099331
LINC00499	NA	NA	NA	NA	uc031sha.1	chr4	139230865	139345498
CCRN4L	uc003ihk.1	chr4	139936943	139937135	uc003ihk.1	chr4	139964542	139965034
NAA15	uc003ihu.1	chr4	140222676	140222931	uc003ihu.1	chr4	140309239	140311935
RAB33B	uc003ihv.3	chr4	140374961	140375349	uc003ihv.3	chr4	140394281	140397069
MGST2	uc010ioi.1	chr4	140586922	140616396	uc021xsf.1	chr4	140625303	140661899
BC040304	uc003iia.1	chr4	141049169	141054245	uc003iia.1	chr4	141055621	141056276
SCOC	uc003iib.2	chr4	141178440	141264792	uc003iib.2	chr4	141302259	141303710
ELMOD2	uc003iik.3	chr4	141445312	141446582	uc003iik.3	chr4	141471530	141474924
ZNF330	uc011chl.2	chr4	142142049	142143634	uc003iiq.4	chr4	142155144	142155850
IL15	uc010iol.3	chr4	142557749	142642301	uc010iol.3	chr4	142654002	142655140
USP38	uc003ija.4	chr4	144106070	144106603	uc003ijc.3	chr4	144106070	144143141
GAB1	uc011chq.2	chr4	144303101	144336866	uc003ijd.3	chr4	144390343	144395718
SMARCA5	uc003ijg.3	chr4	144434616	144435077	uc003ijg.3	chr4	144474338	144478642
GUSBP5	uc011chr.3	chr4	144480625	144480861	uc011chr.3	chr4	144481288	144482613
AX721289	uc003iji.2	chr4	144480625	144480861	uc003iji.2	chr4	144481288	144489313
BC029578	NA	NA	NA	NA	uc003ijl.3	chr4	144833484	144903605
HHIP	uc003ijr.2	chr4	145567148	145567827	uc003ijs.2	chr4	145659110	145659881
BC044611	NA	NA	NA	NA	uc003ijt.3	chr4	145772724	145795939
ABCE1	uc003ijx.3	chr4	146019156	146025564	uc010iot.3	chr4	146019156	146050676
SMAD1	uc003ikc.3	chr4	146402951	146435765	uc003ikc.3	chr4	146479087	146480325
MMAA	uc003ikh.4	chr4	146540540	146560291	uc010iow.3	chr4	146560227	146581187
C4orf51	NA	NA	NA	NA	uc003ikk.3	chr4	146653713	146653948
LSM6	uc003ikq.4	chr4	147096835	147104073	uc003ikp.4	chr4	147096881	147111213
POU4F2	uc003ikv.3	chr4	147560045	147560292	uc003ikv.3	chr4	147561961	147563623
EDNRA	uc011cid.2	chr4	148402069	148453784	uc010ipf.2	chr4	148402069	148466106
TMEM184C	uc003ila.4	chr4	148538539	148539107	uc003ila.4	chr4	148555586	148556672
MIR4799	NA	NA	NA	NA	uc021xso.1	chr4	148703746	148703819
ARHGAP10	uc003ilg.3	chr4	148802989	148827807	uc003ile.1	chr4	148778812	148779639
DCLK2	uc003ilo.4	chr4	150999426	151000179	uc003ilp.4	chr4	150999426	151178608
AK096995	uc003ilv.1	chr4	151500241	151500351	uc003ilv.1	chr4	151500954	151502697
MAB21L2	uc003ilw.3	chr4	151503077	151504181	uc003ilw.3	chr4	151505262	151505845
SNORD73	NA	NA	NA	NA	uc021xst.1	chr4	152023209	152023280
SNORD73A	NA	NA	NA	NA	uc003ima.1	chr4	152024979	152025043
RPS3A	uc031shq.1	chr4	152020725	152020804	uc031shq.1	chr4	152024034	152025357
PRSS48	NA	NA	NA	NA	NA	NA	NA	NA
FAM160A1	uc003imj.2	chr4	152330398	152487411	uc003imj.2	chr4	152583907	152584784
BC035179	NA	NA	NA	NA	uc003imn.3	chr4	152877143	152890533
BC040914	NA	NA	NA	NA	uc003imp.1	chr4	153021970	153025789
DKFZP434I0714	NA	NA	NA	NA	uc003imv.3	chr4	153457416	153460415
ARFIP1	uc003imz.3	chr4	153701112	153750785	uc003imz.3	chr4	153831372	153833063
FHDC1	uc003inf.2	chr4	153864135	153864209	uc003inf.2	chr4	153897876	153900848
TRIM2	uc003ing.2	chr4	154074270	154191537	uc003ing.2	chr4	154256119	154260474
MND1	uc003ink.2	chr4	154265801	154265889	uc021xtj.1	chr4	154265801	154336247
KIAA0922	uc010ipq.3	chr4	154476939	154478129	uc010ips.1	chr4	154508919	154510159
TLR2	NA	NA	NA	NA	NA	NA	NA	NA
FGB	uc003ioa.4	chr4	155484132	155484170	uc010ipu.1	chr4	155484132	155487824
DQ266889	NA	NA	NA	NA	uc003iol.3	chr4	155548097	155669472
LRAT	uc003iom.1	chr4	155665152	155665478	uc003iom.1	chr4	155670289	155674270
RBM46	uc011cim.2	chr4	155702424	155717904	uc011cim.2	chr4	155741571	155749965
NPY2R	uc003ioq.3	chr4	156129781	156135091	uc003ioq.3	chr4	156136238	156138228
GUCY1A3	uc010iqe.3	chr4	156588149	156632022	uc003ipa.3	chr4	156588490	156658214
GUCY1B3	uc003ipd.3	chr4	156680126	156698713	uc003ipc.3	chr4	156727562	156728783
TDO2	uc003ipf.2	chr4	156824845	156824910	uc003ipf.2	chr4	156841143	156841558
GLRB	uc003ipj.2	chr4	157997277	157999176	uc021xtp.1	chr4	158091592	158093242
GRIA2	uc011cit.2	chr4	158141295	158142871	uc010iqh.1	chr4	158142394	158282804
LOC340017	NA	NA	NA	NA	uc003ipn.3	chr4	158493642	158497303
AK126266	NA	NA	NA	NA	uc003ipv.1	chr4	159097459	159122065
AK096792	NA	NA	NA	NA	uc003ipu.1	chr4	159093404	159123393
TMEM144	uc003ipx.3	chr4	159131401	159133819	uc010iqi.3	chr4	159131401	159176439
AK094909	NA	NA	NA	NA	uc003ipy.1	chr4	159191530	159198693
RXFP1	uc010iqj.2	chr4	159442866	159531814	uc010iqk.3	chr4	159573208	159574521
ETFDH	uc010iqr.3	chr4	159593277	159624667	uc010iqq.3	chr4	159593277	159601238
FNIP2	uc003iqd.2	chr4	159690182	159690364	uc003iqe.4	chr4	159825697	159827954
RAPGEF2	uc003iqg.4	chr4	160188998	160189307	uc003iqg.4	chr4	160279292	160281301
BC033991	NA	NA	NA	NA	uc011cji.1	chr4	162943885	162968702
NPY5R	uc003iqn.3	chr4	164265091	164271425	uc003iqn.3	chr4	164272764	164273086
TMA16	uc003iqq.4	chr4	164415673	164415953	uc003iqq.4	chr4	164440667	164441691
LOC100505989	NA	NA	NA	NA	uc003iqu.1	chr4	165675283	165724947
LOC100506013	NA	NA	NA	NA	uc003iqv.2	chr4	165798156	165818676
FAM218A	uc003iqx.1	chr4	165878100	165878174	uc003iqx.1	chr4	165878649	165880273
TRIM60	uc010iqx.2	chr4	165953151	165961224	uc010iqx.2	chr4	165962641	165962896
KLHL2	uc010ira.3	chr4	166184349	166231706	uc010ira.3	chr4	166242478	166244308
MSMO1	uc003irf.3	chr4	166248818	166259078	uc003ire.3	chr4	166263099	166264314
MIR578	NA	NA	NA	NA	uc021xua.1	chr4	166307394	166307489
CPE	uc003irg.4	chr4	166300097	166300373	uc003irg.4	chr4	166418763	166419482
TLL1	uc011cjo.2	chr4	166794410	166916226	uc003irh.2	chr4	167022029	167025609
ANXA10	uc003irm.3	chr4	169013688	169013851	uc003irm.3	chr4	169108586	169108893
PALLD	uc003irv.3	chr4	169552768	169602541	uc011cjx.2	chr4	169846398	169849608
CLCN3	uc011cjz.2	chr4	170541672	170557221	uc003isi.3	chr4	170641149	170644338
LOC100506122	NA	NA	NA	NA	uc003isu.2	chr4	171961753	171980311
GALNTL6	uc003isv.3	chr4	172734575	172735731	uc003isv.3	chr4	173961252	173961558
GALNT7	uc003isz.4	chr4	174089904	174089986	uc003isz.4	chr4	174242869	174245118
SAP30	uc003itd.3	chr4	174292093	174292333	uc003itd.3	chr4	174298479	174298683
NBLA00301	NA	NA	NA	NA	uc003itk.2	chr4	174451609	174506879
CEP44	uc003itr.3	chr4	175204828	175220272	uc003its.2	chr4	175205055	175254531
MIR4276	NA	NA	NA	NA	uc021xul.1	chr4	175344946	175345015
AK093264	NA	NA	NA	NA	uc003iua.1	chr4	175750819	175791938
BC034301	NA	NA	NA	NA	uc003iub.1	chr4	175752879	175797115
ADAM29	uc031shu.1	chr4	175839509	175896676	uc031shu.1	chr4	175899140	175899331
BC038536	NA	NA	NA	NA	uc003iui.3	chr4	176711458	176733340
WDR17	uc003ium.4	chr4	176986985	177032731	uc021xup.1	chr4	176986985	177009045
SPCS3	uc003iur.4	chr4	177241090	177241227	uc003iur.4	chr4	177249482	177253396
NEIL3	uc010irs.3	chr4	178230991	178256854	uc010irs.3	chr4	178274510	178275433
AK094945	NA	NA	NA	NA	uc003iux.1	chr4	178366133	178598280
LOC285501	NA	NA	NA	NA	uc010iru.3	chr4	178649911	178911904
MIR1305	NA	NA	NA	NA	uc021xuw.1	chr4	183090446	183090531
TENM3	uc010irv.1	chr4	183065140	183245173	uc003ivd.1	chr4	183721505	183724177
FAM92A1P2	NA	NA	NA	NA	uc003ivi.4	chr4	183958818	183961272
WWC2	uc003ivk.4	chr4	184114752	184166581	uc003ivl.4	chr4	184124669	184241929
CDKN2AIP	uc003ivq.1	chr4	184365789	184367602	uc003ivp.1	chr4	184368581	184369049
ING2	uc011ckk.1	chr4	184427236	184427419	uc003ivs.1	chr4	184432106	184432249
TRAPPC11	uc010isc.3	chr4	184580420	184612543	uc003ivw.3	chr4	184633776	184634747
STOX2	uc003ivz.1	chr4	184826509	184827943	uc003iwa.1	chr4	184932747	184938875
CCDC111	uc003iwm.2	chr4	185570767	185583036	uc010isd.1	chr4	185570767	185599548
HELT	uc011ckp.1	chr4	185939995	185940936	uc003ixa.3	chr4	185941927	185941958
BC043280	NA	NA	NA	NA	uc003ixc.1	chr4	185973050	186028402
SLC25A4	uc003ixd.3	chr4	186064417	186064526	uc003ixd.3	chr4	186068126	186071538
SNX25	uc003ixh.3	chr4	186131284	186168510	uc003ixh.3	chr4	186284620	186285120
ANKRD37	uc003ixm.3	chr4	186317840	186318077	uc011cks.2	chr4	186320932	186321782
C4orf47	uc003ixs.2	chr4	186350545	186350647	uc003ixt.2	chr4	186370799	186370821
TLR3	uc003iyq.3	chr4	186990309	186997773	uc003iyq.3	chr4	187006028	187006252
FAM149A	uc011cla.1	chr4	187065215	187073113	uc010isk.2	chr4	187065637	187079564
CYP4V2	uc003iyw.4	chr4	187112674	187112977	uc010ism.3	chr4	187125448	187134617
KLKB1	uc011clc.2	chr4	187148672	187171435	uc011cld.2	chr4	187179249	187179625
F11	uc003iyz.3	chr4	187187118	187188290	uc003iza.1	chr4	187209769	187210835
ZFP42	uc003izh.1	chr4	188916925	188923961	uc003izh.1	chr4	188924895	188926199
TRIML1	uc003izn.1	chr4	189064797	189065259	uc003izm.1	chr4	189068527	189068649
LOC401164	NA	NA	NA	NA	uc021xvn.1	chr4	189376732	189523062
FRG1	uc003izs.3	chr4	190861974	190862164	uc003izs.3	chr4	190884285	190884359
DUX2	uc031sid.1	chr4	190988993	190989089	uc031sid.1	chr4	190990365	190990372
DUX4L6	NA	NA	NA	NA	uc031sie.1	chr4	190993662	190993669
DUX4	uc031sig.1	chr4	190998876	190998972	uc031sig.1	chr4	191000248	191000255
DUX4L4	NA	NA	NA	NA	uc021xvr.2	chr4	191003542	191003549
DUX4L5	uc011clk.2	chr4	191005384	191008676	uc011clk.2	chr4	191010135	191010142
ZNF732	uc011buu.1	chr4	289852	289944	uc011buu.1	chr4	264464	264887
ABCA11P	uc003gac.2	chr4	420753	467998	uc011buv.2	chr4	419604	429604
ZNF721	uc010ibe.4	chr4	438220	492960	uc003gaf.5	chr4	433773	435483
BC020343	uc003gaq.1	chr4	647012	649434	NA	NA	NA	NA
ATP5I	uc021xkb.1	chr4	666225	668127	uc003gas.3	chr4	666225	666288
MFSD7	uc003gaw.3	chr4	678341	678890	uc003gaw.3	chr4	675618	675746
LOC100129917	uc021xkd.1	chr4	773937	775636	NA	NA	NA	NA
CPLX1	uc003gbi.3	chr4	818311	819945	uc003gbi.3	chr4	778745	780288
GAK	uc003gbo.2	chr4	898425	926174	uc003gbl.4	chr4	843065	843460
DGKQ	uc003gbw.4	chr4	967271	967348	uc003gbw.4	chr4	952672	954407
SLC26A1	uc003gbx.3	chr4	985492	987224	uc003gcb.3	chr4	981445	982620
AK124578	uc021xkg.1	chr4	1050037	1056744	NA	NA	NA	NA
RNF212	uc010ibp.3	chr4	1065266	1107352	uc010ibq.3	chr4	1065266	1067440
TMED11P	uc021xki.1	chr4	1108985	1116952	NA	NA	NA	NA
SPON2	uc021xkj.1	chr4	1165860	1202750	uc003gcm.1	chr4	1160723	1164360
LOC100130872	uc003gcp.3	chr4	1189571	1202750	NA	NA	NA	NA
CTBP1	uc031sdc.1	chr4	1209779	1237041	uc003gcu.1	chr4	1205228	1206027
FAM53A	uc021xkl.1	chr4	1670469	1685988	uc010ibw.3	chr4	1641608	1643287
SLBP	uc003gdl.1	chr4	1705355	1714071	uc003gdi.1	chr4	1694527	1695323
TMEM129	uc010iby.3	chr4	1717679	1720353	uc003gdm.3	chr4	1717679	1719136
LETM1	uc010icc.3	chr4	1838234	1841069	uc003gdv.3	chr4	1813206	1816150
MIR943	uc021xkm.1	chr4	1988111	1988204	NA	NA	NA	NA
NELFA	uc003gen.3	chr4	1991574	2010962	uc003gek.3	chr4	1984441	1985045
POLN	uc010ich.1	chr4	2194952	2210214	uc010ich.1	chr4	2080219	2082846
HAUS3	uc003ges.1	chr4	2242674	2243860	uc003ges.1	chr4	2230096	2233653
MIR4800	uc021xkp.1	chr4	2251804	2251883	NA	NA	NA	NA
MXD4	uc003gev.1	chr4	2259709	2263739	uc003geu.1	chr4	2249160	2252270
ZFYVE28	uc011bvk.2	chr4	2343313	2366604	uc003gew.2	chr4	2271324	2272451
TNIP2	uc003gff.2	chr4	2749628	2757752	uc003gff.2	chr4	2743387	2743983
MFSD10	uc003gfz.3	chr4	2935651	2936586	uc021xks.1	chr4	2932288	2932596
NOP14	uc010icq.1	chr4	2952841	2965118	uc003ggj.1	chr4	2939664	2940557
HTT-AS1	uc021xku.1	chr4	3064973	3076241	NA	NA	NA	NA
LRPAP1	uc003ghh.4	chr4	3534140	3534224	uc003ghh.4	chr4	3505324	3514700
LOC100133461	uc003ghl.3	chr4	3675320	3679582	NA	NA	NA	NA
FAM86EP	uc011bvu.2	chr4	3943669	3957148	NA	NA	NA	NA
OTOP1	uc003ghp.1	chr4	4228592	4228621	NA	NA	NA	NA
TMEM128	uc003ghq.1	chr4	4249353	4249934	uc003ghs.3	chr4	4237273	4242043
LYAR	uc003ght.3	chr4	4285470	4291896	uc011bvx.2	chr4	4269429	4269615
STX18	uc003gic.3	chr4	4543692	4543775	uc003gic.3	chr4	4420696	4421760
CYTL1	uc003gig.3	chr4	5021173	5021197	uc003gig.3	chr4	5016314	5016877
EVC2	uc011bwb.2	chr4	5633550	5711275	uc003gij.3	chr4	5564146	5564574
CRMP1	uc003gir.3	chr4	5891376	5891918	uc003giq.3	chr4	5822491	5823486
MIR378D1	uc021xky.1	chr4	5925002	5925055	NA	NA	NA	NA
FLJ46481	uc003git.2	chr4	5899318	5991374	NA	NA	NA	NA
JAKMIP1	uc010idb.1	chr4	6114578	6202318	uc010idd.1	chr4	6027926	6031459
PPP2R2C	uc011bwe.2	chr4	6537047	6565327	uc003gja.3	chr4	6322305	6325028
MRFAP1L1	uc003gjo.3	chr4	6711357	6711606	uc003gjo.3	chr4	6709429	6710972
CCDC96	uc003gjv.2	chr4	7044666	7044728	uc003gjv.2	chr4	7042576	7042997
LOC100129931	uc021xld.1	chr4	7032281	7047958	NA	NA	NA	NA
GRPEL1	uc003gjy.1	chr4	7069760	7069800	uc003gjz.1	chr4	7062256	7064085
FLJ36777	uc003gka.3	chr4	7099151	7105103	NA	NA	NA	NA
PSAPL1	uc011bwj.2	chr4	7436607	7436700	uc011bwj.2	chr4	7432021	7435040
AFAP1	uc011bwk.1	chr4	7873806	7941653	uc011bwk.1	chr4	7760440	7765491
ABLIM2	uc003gki.3	chr4	7967037	7985159	uc003gkk.3	chr4	7967037	7968716
AX746755	uc003glb.1	chr4	8359090	8359103	uc003glb.1	chr4	8357037	8358234
ACOX3	uc003glc.4	chr4	8418249	8442452	uc003gld.4	chr4	8368009	8372674
HMX1	uc003izz.1	chr4	8873341	8873543	uc003izz.1	chr4	8868773	8869418
MIR548I2	uc021xlt.1	chr4	9557789	9557937	NA	NA	NA	NA
SLC2A9	uc003gmd.3	chr4	10027591	10041872	uc003gmc.3	chr4	9827848	9828020
MIR3138	uc021xlx.1	chr4	10080235	10080316	NA	NA	NA	NA
WDR1	uc010idm.3	chr4	10075963	10084802	uc021xlv.1	chr4	10075963	10077001
ZNF518B	uc003gmn.3	chr4	10447953	10459032	uc003gmn.3	chr4	10441504	10444727
CLNK	uc003gmp.3	chr4	10573389	10658185	uc003gmp.3	chr4	10533039	10533376
HS3ST1	uc003gmq.3	chr4	11401630	11430537	uc003gmq.3	chr4	11399988	11400705
RAB28	uc003gmv.2	chr4	13369347	13485989	uc011bwz.1	chr4	13369347	13373449
NKX3-2	uc003gmx.2	chr4	13546039	13546114	uc003gmx.2	chr4	13542454	13543616
BOD1L1	uc010idr.1	chr4	13606535	13629328	uc003gmz.1	chr4	13570366	13571634
MGC4836	uc003gne.3	chr4	14473678	14889793	NA	NA	NA	NA
LOC441009	uc003gng.4	chr4	14911585	15003669	NA	NA	NA	NA
FBXL5	uc003gob.2	chr4	15640300	15657035	uc010idw.2	chr4	15606007	15607345
FGFBP1	uc003gom.3	chr4	15938256	15940363	uc003gom.3	chr4	15937193	15937550
FGFBP2	uc003gon.3	chr4	15964753	15964859	uc003gon.3	chr4	15961863	15964080
PROM1	uc010iec.1	chr4	16035070	16077741	uc003goo.2	chr4	15969849	15972689
TAPT1	uc011bxd.1	chr4	16162128	16193146	uc010ied.1	chr4	16162128	16164930
LDB2	uc011bxi.2	chr4	16597362	16675936	uc003gpa.3	chr4	16503165	16507500
