ID	IPI	HGNC.symbol	Ensembl.Gene.ID	Chromosome.Name	Gene.Start..bp.	Gene.End..bp.	Strand
ID9417	IPI00980148	TMEM223	ENSG00000168569	11	62539101	62559493	-1
ID9418	NA	DENR	ENSG00000139726	12	123237321	123255611	1
ID9419	IPI00220167	NSUN7	ENSG00000179299	4	40751914	40812002	1
ID9420	IPI00386177	REG4	ENSG00000134193	1	120336641	120354283	-1
ID9422	NA	B4GALT1	ENSG00000086062	9	33104080	33167354	-1
ID9423	NA	C1GALT1C1	ENSG00000171155	X	119759648	119764005	-1
ID9424	NA	TRIM61	ENSG00000183439	4	165875598	165898820	-1
ID9425	IPI00294946	ASB1	ENSG00000065802	2	239335383	239360891	1
ID9426	IPI00296840	POLI	ENSG00000101751	18	51795774	51847636	1
ID9427	NA	MATR3	ENSG00000015479	5	138609441	138667360	1
ID9428	NA	OTUD7B	ENSG00000163113	1	149909705	149982625	-1
ID9429	NA	SULT1A1	ENSG00000196502	16	28616903	28634946	-1
ID9430	NA	ALDOA	ENSG00000149925	16	30064411	30081778	1
ID9431	NA	PSORS1C3	ENSG00000226422	HSCHR6_MHC_MANN	31186478	31190647	-1
ID9432	NA	OTUD1	ENSG00000165312	10	23728198	23731308	1
ID9434	NA	BRD4	ENSG00000141867	19	15347647	15443356	-1
ID9435	NA	MGST1	ENSG00000008394	12	16500076	16762193	1
ID9436	IPI00743813	ASPM	ENSG00000066279	1	197053258	197115824	-1
ID9437	NA	ZNF616	ENSG00000204611	19	52616344	52643175	-1
ID9438	NA	KIAA0754	ENSG00000255103	1	39876151	39882154	1
ID9439	NA	PRKCE	ENSG00000171132	2	45878484	46415129	1
ID9440	NA	RNF144B	ENSG00000137393	6	18368779	18469105	1
ID9441	NA	SEC22C	ENSG00000093183	3	42589461	42642572	-1
ID9442	NA	CCAR1	ENSG00000060339	10	70480769	70552134	1
ID9443	NA	THAP7-AS1	ENSG00000230513	22	21356175	21364631	1
ID9444	NA	DNAJC30	ENSG00000176410	7	73095299	73097783	-1
ID9445	IPI00239722	KLF12	ENSG00000118922	13	74260226	74708394	-1
ID9446	IPI00855757	FUT10	ENSG00000172728	8	33228342	33330940	-1
ID9447	IPI00966841	TLR6	ENSG00000174130	4	38825336	38858438	-1
ID9448	IPI00383998	AGAP3	ENSG00000133612	7	150782918	150841523	1
ID9449	IPI00797373	DOCK8	ENSG00000107099	9	214854	465259	1
ID9450	IPI00916900	LYPD6	ENSG00000187123	2	150186499	150330662	1
ID9451	NA	TMCC1	ENSG00000172765	3	129366635	129612419	-1
ID9452	NA	SSTR2	ENSG00000180616	17	71161151	71167185	1
ID9453	IPI00382795	CXorf24	ENSG00000196741	X	47342970	47344207	1
ID9455	NA	C1orf52	ENSG00000162642	1	85715639	85725355	-1
ID9456	NA	HNRNPD	ENSG00000138668	4	83273651	83295656	-1
ID9457	NA	HIST1H2AG	ENSG00000196787	6	27100832	27103070	1
ID9458	IPI00247202	ZNF404	ENSG00000176222	19	44376515	44405537	-1
ID9459	NA	ITFG1	ENSG00000129636	16	47188298	47498060	-1
ID9460	NA	FAM122C	ENSG00000156500	X	133930819	133988640	1
ID9462	IPI00252113	SFMBT1	ENSG00000163935	3	52937588	53080766	-1
ID9463	IPI00927456	SEC22C	ENSG00000093183	3	42589461	42642572	-1
ID9464	IPI00976241	LMOD2	ENSG00000170807	7	123295861	123304344	1
ID9465	NA	FOXC2	ENSG00000176692	16	86600857	86602539	1
ID9466	IPI00916185	DNAH1	ENSG00000114841	3	52350335	52434507	1
ID9467	IPI00981547	TPRXL	ENSG00000180438	3	13978756	14124311	1
ID9470	IPI00066288	PANX2	ENSG00000073150	22	50609160	50618723	1
ID9472	NA	ANKFY1	ENSG00000185722	17	4067201	4167274	-1
ID9473	IPI00784385	SEPT7P2	ENSG00000214765	7	45763379	45808617	-1
ID9474	IPI00065500	BROX	ENSG00000162819	1	222885895	222908538	1
ID9475	IPI00023134	ADAM7	ENSG00000069206	8	24298443	24384483	1
ID9476	IPI00945344	ZNF786	ENSG00000197362	7	148766735	148787874	-1
ID9477	IPI00913993	JDP2	ENSG00000140044	14	75894419	75940814	1
ID9478	IPI00167598	ANKS4B	ENSG00000175311	16	21244986	21263750	1
ID9479	IPI00889578	FAM161A	ENSG00000170264	2	62051989	62081278	-1
ID9480	NA	ITGA8	ENSG00000077943	10	15555948	15762124	-1
ID9481	IPI00642544	HOGA1	ENSG00000241935	10	99344080	99372559	1
ID9482	NA	FRRS1L	ENSG00000260230	9	111892573	111929571	-1
ID9483	IPI00166859	KCNRG	ENSG00000198553	13	50589390	50595058	1
ID9484	NA	POLR2M	ENSG00000255529	15	57884231	58074960	1
ID9485	IPI00375255	PCNX	ENSG00000100731	14	71374122	71582099	1
ID9486	IPI00176010	ITCH	ENSG00000078747	20	32951041	33099198	1
ID9487	NA	CA5BP1	ENSG00000186312	X	15693055	15721847	1
ID9488	NA	ZNF280D	ENSG00000137871	15	56922379	57210769	-1
ID9489	NA	FAR2	ENSG00000064763	12	29302036	29493913	1
ID9490	NA	PRDM8	ENSG00000152784	4	81105033	81125483	1
ID9492	NA	SERGEF	ENSG00000129158	11	17809595	18034709	-1
ID9493	NA	ANKRD10	ENSG00000088448	13	111530887	111567416	-1
ID9494	IPI00844248	KCNA2	ENSG00000177301	1	111136202	111174096	-1
ID9495	IPI00019355	TSC22D1	ENSG00000102804	13	45007655	45151283	-1
ID9496	NA	SLC25A5-AS1	ENSG00000224281	X	118599997	118603061	-1
ID9497	IPI00888997	TMEM221	ENSG00000188051	19	17546318	17559376	-1
ID9499	IPI00953136	NOS1	ENSG00000089250	12	117645947	117889975	-1
ID9501	IPI00166465	C6orf223	ENSG00000181577	6	43968317	43973695	1
ID9502	IPI00332395	CPNE9	ENSG00000144550	3	9745491	9771592	1
ID9504	IPI00657935	RFESD	ENSG00000175449	5	94982458	95020477	1
ID9505	IPI00221205	B3GAT2	ENSG00000112309	6	71566382	71666741	-1
ID9506	NA	ZNF414	ENSG00000133250	19	8575462	8579048	-1
ID9507	IPI00966857	CLDND1	ENSG00000080822	3	98216756	98241910	-1
ID9508	IPI00965388	ARSK	ENSG00000164291	5	94890778	94940768	1
ID9509	IPI00059270	MARVELD3	ENSG00000140832	16	71660064	71676017	1
ID9510	IPI00945577	SNTN	ENSG00000188817	3	63638344	63664696	1
ID9512	NA	HOTAIR	ENSG00000228630	12	54356092	54368740	-1
ID9513	NA	ZSCAN12P1	ENSG00000219891	6	28058932	28061442	1
ID9514	NA	GOSR2	ENSG00000108433	17	45000483	45105003	1
ID9515	IPI00019326	FDX1	ENSG00000137714	11	110300607	110335605	1
ID9516	NA	DAPK1-IT1	ENSG00000236709	9	90168369	90169374	1
ID9517	NA	UBE2B	ENSG00000119048	5	133706870	133727683	1
ID9518	IPI00877163	RDM1	ENSG00000187456	17	34245070	34257777	-1
ID9519	IPI00028091	ACTR3	ENSG00000115091	2	114647537	114720173	1
ID9520	NA	INADL	ENSG00000132849	1	62208149	62629592	1
ID9522	IPI00011172	FGF9	ENSG00000102678	13	22245522	22278637	1
ID9524	NA	HOXD-AS1	ENSG00000224189	2	177037923	177053686	-1
ID9525	IPI00005837	ANGPTL1	ENSG00000116194	1	178818840	178840187	-1
ID9526	IPI00788018	ABCA9	ENSG00000154258	17	66970629	67057205	-1
ID9528	NA	DCAF16	ENSG00000163257	4	17802278	17812381	-1
ID9529	IPI01025135	PPP2R3C	ENSG00000092020	14	35554673	35591723	-1
ID9530	NA	CASKIN1	ENSG00000167971	16	2227184	2246526	-1
ID9531	NA	PARD3B	ENSG00000116117	2	205410516	206484886	1
ID9532	NA	FUBP3	ENSG00000107164	9	133454352	133513739	1
ID9533	IPI00023672	EZH1	ENSG00000108799	17	40852293	40897071	-1
ID9534	NA	EZH1	ENSG00000108799	17	40852293	40897071	-1
ID9535	NA	CDK15	ENSG00000138395	2	202655184	202760273	1
ID9536	IPI00300562	RAB3B	ENSG00000169213	1	52373628	52456436	-1
ID9538	NA	ZNF75A	ENSG00000162086	16	3355406	3368852	1
ID9539	IPI01012690	CR1	ENSG00000203710	1	207669492	207813992	1
ID9540	IPI00965735	CR1L	ENSG00000197721	1	207818458	207911761	1
ID9541	IPI00013185	KDM5C	ENSG00000126012	X	53220503	53254604	-1
ID9542	NA	YBEY	ENSG00000182362	21	47706251	47717665	1
ID9544	NA	LTV1	ENSG00000135521	6	144164481	144184949	1
ID9545	NA	SERPINB1	ENSG00000021355	6	2832566	2842240	-1
ID9547	IPI01012719	TEKT1	ENSG00000167858	17	6692452	6735080	-1
ID9548	IPI00006674	ABCC3	ENSG00000108846	17	48712138	48769613	1
ID9549	IPI00916824	PDE1C	ENSG00000154678	7	31790793	32338941	-1
ID9550	NA	AURKB	ENSG00000178999	17	8108056	8113918	-1
ID9551	IPI00255554	GPR123	ENSG00000197177	10	134884433	134945179	1
ID9552	NA	C9orf9	ENSG00000165698	9	135753414	135765588	1
ID9553	IPI00174757	FBXL20	ENSG00000108306	17	37415384	37558776	-1
ID9554	NA	FBXL20	ENSG00000108306	17	37415384	37558776	-1
ID9555	NA	RTKN	ENSG00000114993	2	74652963	74669549	-1
ID9556	IPI00020366	PHEX	ENSG00000102174	X	22050559	22269427	1
ID9557	IPI00373977	HES5	ENSG00000197921	1	2460184	2461684	-1
ID9559	NA	MSI2	ENSG00000153944	17	55333212	55762046	1
ID9562	NA	ZNF638	ENSG00000075292	2	71503691	71662199	1
ID9564	NA	FARP1	ENSG00000152767	13	98794816	99102027	1
ID9565	NA	CD99P1	ENSG00000223773	X	2527389	2575270	1
ID9567	NA	ZNF542	ENSG00000240225	19	56879468	56891197	1
ID9568	IPI00028003	COX7B	ENSG00000131174	X	77154935	77162870	1
ID9569	NA	CCDC40	ENSG00000141519	17	78010435	78074412	1
ID9570	IPI00178391	MOV10L1	ENSG00000073146	22	50528308	50600119	1
ID9571	IPI00965984	CORIN	ENSG00000145244	4	47596015	47840123	-1
ID9573	NA	SLC35G1	ENSG00000176273	10	95653730	95715819	1
ID9574	NA	NEK6	ENSG00000119408	9	127019885	127115586	1
ID9575	NA	NDUFS1	ENSG00000023228	2	206979541	207024327	-1
ID9576	IPI00470475	PLCXD3	ENSG00000182836	5	41307056	41510730	-1
ID9577	IPI00019548	SMAD2	ENSG00000175387	18	45357922	45457515	-1
ID9578	IPI00792702	MMP28	ENSG00000129270	17	34083268	34122711	-1
ID9579	IPI00783413	FRMPD2	ENSG00000170324	10	49364601	49482941	-1
ID9582	IPI01014706	ZDHHC14	ENSG00000175048	6	157802165	158099178	1
ID9583	IPI01021870	CCDC41	ENSG00000173588	12	94700225	94853764	-1
ID9584	IPI00304227	CDH11	ENSG00000140937	16	64977656	65160015	-1
ID9585	IPI00789304	TNIK	ENSG00000154310	3	170779128	171178197	-1
ID9586	IPI00793895	FAN1	ENSG00000198690	15	31196055	31235311	1
ID9587	IPI00873629	FRMPD4	ENSG00000169933	X	12156585	12742642	1
ID9588	IPI00293615	NRSN1	ENSG00000152954	6	24126350	24155128	1
ID9590	IPI01011454	KIAA1456	ENSG00000250305	8	12803151	12889012	1
ID9591	IPI00470620	DDI1	ENSG00000170967	11	103907308	103909922	1
ID9592	IPI00873758	PIK3C3	ENSG00000078142	18	39535171	39667794	1
ID9594	NA	MFSD4	ENSG00000174514	1	205538013	205572046	1
ID9595	NA	MYH11	ENSG00000133392	16	15797029	15950890	-1
ID9596	NA	DYRK1A	ENSG00000157540	21	38738092	38889753	1
ID9597	IPI00552937	NHLRC3	ENSG00000188811	13	39612443	39624246	1
ID9598	IPI00783877	FAM115C	ENSG00000170379	7	143318043	143427502	1
ID9599	IPI00785058	METTL12	ENSG00000214756	11	62432781	62435968	1
ID9600	NA	CEACAM21	ENSG00000007129	19	42055886	42093197	1
ID9601	NA	FAM118B	ENSG00000197798	11	126081309	126132881	1
ID9603	IPI00300241	LRRC4B	ENSG00000131409	19	51020149	51071302	-1
ID9606	NA	DNAJC27-AS1	ENSG00000224165	2	25194259	25262563	1
ID9609	NA	DCAF12L2	ENSG00000198354	X	125298337	125300080	-1
ID9612	NA	ESYT2	ENSG00000117868	7	158523686	158622944	-1
ID9613	IPI00373803	ZNF710	ENSG00000140548	15	90544624	90625438	1
ID9614	NA	THBS1	ENSG00000137801	15	39873280	39891667	1
ID9616	NA	DGKZ	ENSG00000149091	11	46354455	46402104	1
ID9617	IPI00917432	SLC19A3	ENSG00000135917	2	228549926	228582728	-1
ID9619	IPI00964693	C1QTNF7	ENSG00000163145	4	15341442	15447790	1
ID9620	IPI01023039	SLC6A15	ENSG00000072041	12	85253492	85307394	-1
ID9621	IPI00936073	STK32A	ENSG00000169302	5	146614526	146767415	1
ID9622	IPI00063669	GMCL1	ENSG00000087338	2	70056774	70108528	1
ID9623	NA	DOCK9-AS2	ENSG00000260992	13	99740073	99740879	1
ID9625	NA	NAPA	ENSG00000105402	19	47990894	48018497	-1
ID9626	NA	ETV6	ENSG00000139083	12	11802788	12048336	1
ID9627	NA	SCIN	ENSG00000006747	7	12610203	12693228	1
ID9628	IPI00012058	BDNF	ENSG00000176697	11	27676440	27743605	-1
ID9629	NA	LCN8	ENSG00000204001	9	139648838	139652678	-1
ID9630	NA	TRIM65	ENSG00000141569	17	73876416	73893084	-1
ID9631	IPI00298618	EIF1AD	ENSG00000175376	11	65764016	65769647	-1
ID9632	NA	PITRM1	ENSG00000107959	10	3179920	3215003	-1
ID9633	IPI00329440	C5orf27	ENSG00000236882	5	95187936	95195837	1
ID9634	IPI00028600	KLK7	ENSG00000169035	19	51479729	51487355	-1
ID9635	NA	HPS1	ENSG00000107521	10	100175955	100206684	-1
ID9637	NA	HAVCR1P1	ENSG00000268442	19	24345172	24346227	-1
ID9639	IPI00642795	SLC6A2	ENSG00000103546	16	55689516	55740104	1
ID9641	NA	ARHGEF7	ENSG00000102606	13	111766906	111958084	1
ID9642	IPI00015421	KLHL31	ENSG00000124743	6	53512699	53530506	-1
ID9645	IPI00943897	CCDC120	ENSG00000147144	X	48911101	48927509	1
ID9647	IPI00396061	IRF5	ENSG00000128604	7	128577666	128590089	1
ID9648	IPI00952914	MAP9	ENSG00000164114	4	156263810	156298122	-1
ID9649	IPI00002171	FBXL6	ENSG00000261539	HG243_PATCH	145410334	145414279	-1
ID9650	IPI01012726	C6orf52	ENSG00000137434	6	10671651	10695030	-1
ID9651	IPI01014939	PTPRA	ENSG00000132670	20	2844830	3019722	1
ID9653	IPI00847412	GPC2	ENSG00000213420	7	99767229	99774995	-1
ID9654	NA	SLC2A8	ENSG00000136856	9	130159421	130170703	1
ID9655	IPI00012469	SLAMF1	ENSG00000117090	1	160577890	160617085	-1
ID9656	IPI00374666	IGFL1	ENSG00000188293	19	46733009	46734500	1
ID9657	IPI00428967	TMED7-TICAM2	ENSG00000251201	5	114914339	114961858	-1
ID9659	IPI00657668	SHROOM1	ENSG00000164403	5	132157833	132166590	-1
ID9660	IPI00978113	CHORDC1	ENSG00000110172	11	89934328	89956532	-1
ID9661	IPI00969624	RAPGEF6	ENSG00000158987	5	130759614	130970929	-1
ID9663	IPI00916074	ZNF780A	ENSG00000197782	19	40575059	40596845	-1
ID9664	IPI01009462	PCDHB6	ENSG00000113211	5	140529683	140532868	1
ID9666	IPI00433138	DCBLD2	ENSG00000057019	3	98514785	98620533	-1
ID9667	IPI00555647	TRA2B	ENSG00000136527	3	185633694	185655924	-1
ID9669	IPI00305610	SCARF2	ENSG00000244486	22	20778874	20792146	-1
ID9670	IPI00237913	ATP8B3	ENSG00000130270	19	1782074	1812275	-1
ID9671	IPI00044666	ALS2CR12	ENSG00000155749	2	202152994	202222121	-1
ID9672	NA	CYP19A1	ENSG00000137869	15	51500254	51630807	-1
ID9674	IPI00455396	ZNF284	ENSG00000186026	19	44576297	44593766	1
ID9676	IPI00217742	MKX	ENSG00000150051	10	27961804	28034989	-1
ID9677	IPI00167541	C15orf56	ENSG00000176753	15	40542865	40545170	-1
ID9679	NA	MAP6D1	ENSG00000180834	3	183533664	183543382	-1
ID9680	NA	ACPL2	ENSG00000155893	3	140947568	141013748	1
ID9681	IPI00786910	EFHB	ENSG00000163576	3	19920964	19988517	-1
ID9683	IPI00167696	FAM133A	ENSG00000179083	X	92929012	92967273	1
ID9684	IPI00477192	ZNF708	ENSG00000182141	19	21473962	21512227	-1
ID9686	NA	TRPM7	ENSG00000092439	15	50844670	50979012	-1
ID9687	NA	FAM98A	ENSG00000119812	2	33808725	33824449	-1
ID9688	IPI00186145	PPM1L	ENSG00000163590	3	160473390	160796695	1
ID9690	IPI01021733	CERS5	ENSG00000139624	12	50523575	50561288	-1
ID9691	IPI00004815	SEC14L4	ENSG00000133488	22	30884900	30901698	-1
ID9692	IPI00790291	RPL7	ENSG00000147604	8	74202506	74208024	-1
ID9693	IPI00783464	DNAH2	ENSG00000183914	17	7620672	7737062	1
ID9694	IPI00979388	EFCAB1	ENSG00000034239	8	49623348	49647870	-1
ID9696	NA	LINC00608	ENSG00000236445	2	219840321	219844382	1
ID9697	IPI00926224	CCDC108	ENSG00000181378	2	219867568	219906249	-1
ID9699	NA	SRSF4	ENSG00000116350	1	29474255	29508499	-1
ID9703	NA	MFI2-AS1	ENSG00000228109	3	196726331	196731615	1
ID9704	NA	IL12RB1	ENSG00000096996	19	18169805	18209754	-1
ID9705	IPI00217491	TUSC5	ENSG00000184811	17	1182957	1204281	1
ID9706	IPI00012485	TSSK6	ENSG00000178093	19	19623227	19626838	-1
ID9707	IPI00514311	CTTNBP2NL	ENSG00000143079	1	112938803	113006078	1
ID9708	IPI00927898	RAB3GAP1	ENSG00000115839	2	135809835	135933964	1
ID9709	IPI00878465	C5orf20	ENSG00000251380	5	134779905	134783038	-1
ID9710	IPI00019904	ADD2	ENSG00000075340	2	70834750	70995357	-1
ID9711	IPI00396054	GPR155	ENSG00000163328	2	175296966	175351822	-1
ID9712	IPI00020199	ST8SIA2	ENSG00000140557	15	92937058	93011958	1
ID9713	IPI00030279	ZRANB3	ENSG00000121988	2	135894486	136288806	-1
ID9715	IPI00289954	HS3ST6	ENSG00000162040	16	1961464	1968441	-1
ID9716	NA	RORA	ENSG00000069667	15	60780483	61521518	-1
ID9717	IPI00893951	VWDE	ENSG00000146530	7	12370511	12443567	-1
ID9721	IPI00409758	PLEKHH2	ENSG00000152527	2	43864412	43995126	1
ID9723	NA	RAB1A	ENSG00000138069	2	65297835	65357240	-1
ID9724	IPI00221385	GJA3	ENSG00000121743	13	20712394	20735188	-1
ID9725	IPI00748568	OPALIN	ENSG00000197430	10	98102973	98119092	-1
ID9726	NA	MTUS1	ENSG00000129422	8	17501304	17658426	-1
ID9727	IPI00292692	EPHX4	ENSG00000172031	1	92495539	92529093	1
ID9728	IPI01015573	GUCY1A3	ENSG00000164116	4	156587863	156653501	1
ID9729	NA	PSG5	ENSG00000204941	19	43670408	43690688	-1
ID9730	NA	KAT2B	ENSG00000114166	3	20081515	20195896	1
ID9731	NA	FAM95B1	ENSG00000223839	9	42466317	42474239	1
ID9732	IPI00940418	TMEM213	ENSG00000214128	7	138482695	138522846	1
ID9734	NA	GPX2	ENSG00000176153	14	65405870	65409531	-1
ID9735	IPI00302605	SLC30A7	ENSG00000162695	1	101361632	101447309	1
ID9736	IPI00016418	LPCAT2	ENSG00000087253	16	55542910	55620582	1
ID9737	NA	BRWD1-IT2	ENSG00000255568	21	40685887	40686886	-1
ID9738	IPI00556019	GPR156	ENSG00000175697	3	119883492	120003941	-1
ID9740	NA	SLC22A5	ENSG00000197375	5	131705444	131731306	1
ID9741	IPI01012069	REXO2	ENSG00000076043	11	114310108	114321001	1
ID9742	NA	GHRLOS	ENSG00000240288	3	10327438	10335133	1
ID9743	NA	SEC16B	ENSG00000120341	1	177893091	177953438	-1
ID9744	IPI00798431	TTC23L	ENSG00000205838	5	34838938	34899561	1
ID9745	NA	TRAP1	ENSG00000126602	16	3701640	3767598	-1
ID9746	IPI00937668	C5orf63	ENSG00000164241	5	126378250	126409184	-1
ID9747	NA	TM9SF3	ENSG00000077147	10	98277866	98347209	-1
ID9748	NA	TMED9	ENSG00000184840	5	177019159	177023125	1
ID9749	IPI00924478	CFLAR	ENSG00000003402	2	201980827	202041410	1
ID9750	NA	RBM14	ENSG00000239306	11	66384053	66394818	1
ID9751	IPI00793824	MCF2L	ENSG00000126217	13	113548692	113754053	1
ID9752	IPI00014577	RAB18	ENSG00000099246	10	27793197	27831143	1
ID9756	IPI00168745	CHST13	ENSG00000180767	3	126243126	126262134	1
ID9757	IPI00217282	DCUN1D3	ENSG00000188215	16	20866247	20911706	-1
ID9758	IPI00419253	NCKAP5	ENSG00000176771	2	133429374	134326034	-1
ID9759	NA	ANAPC5	ENSG00000089053	12	121746048	121837699	-1
ID9761	IPI00397016	FOXO6	ENSG00000204060	1	41827594	41849262	1
ID9762	IPI00977919	LARP1	ENSG00000155506	5	154092462	154197167	1
ID9764	NA	PYGO2	ENSG00000163348	1	154929502	154936329	-1
ID9765	IPI00917963	SLC3A1	ENSG00000138079	2	44502599	44548633	1
ID9766	IPI01018815	WNK2	ENSG00000165238	9	95947198	96082854	1
ID9768	NA	FBRSL1	ENSG00000112787	12	133066137	133161774	1
ID9770	IPI00016542	WDR76	ENSG00000092470	15	44119161	44160617	1
ID9772	IPI00412364	SLX4	ENSG00000188827	16	3631182	3661599	-1
ID9773	IPI00795494	C12orf77	ENSG00000226397	12	25146358	25150453	-1
ID9774	NA	SNX24	ENSG00000064652	5	122179134	122365049	1
ID9775	IPI00386829	TRIM7	ENSG00000146054	5	180620924	180632293	-1
ID9776	NA	JAK1	ENSG00000162434	1	65298912	65432187	-1
ID9777	IPI00445943	C3orf67	ENSG00000163689	3	58703092	59035810	-1
ID9778	NA	ZNF710	ENSG00000140548	15	90544624	90625438	1
ID9779	IPI00296533	RNF144B	ENSG00000137393	6	18368779	18469105	1
ID9780	IPI00217554	SLC5A10	ENSG00000154025	17	18853658	18925908	1
ID9781	IPI00238031	ADAL	ENSG00000168803	15	43622872	43646096	1
ID9782	IPI00414037	CCDC171	ENSG00000164989	9	15552895	16061661	1
ID9783	NA	CHRNA10	ENSG00000129749	11	3686817	3692614	-1
ID9784	IPI00152540	CD109	ENSG00000156535	6	74405508	74538040	1
ID9785	IPI00892638	ZGLP1	ENSG00000220201	19	10415479	10420556	-1
ID9786	IPI00782948	C5orf49	ENSG00000215217	5	7830491	7851603	-1
ID9787	IPI00178415	PGAP1	ENSG00000197121	2	197697728	197792520	-1
ID9788	IPI00445315	FAM47C	ENSG00000198173	X	37026432	37029739	1
ID9789	IPI00641962	DYDC2	ENSG00000133665	10	82104501	82127829	1
ID9790	IPI00065787	DACH2	ENSG00000126733	X	85403462	86087607	1
ID9791	IPI00163904	PYGO1	ENSG00000171016	15	55831088	55881145	-1
ID9792	IPI00216584	TULP4	ENSG00000130338	6	158733692	158932860	1
ID9793	IPI00289549	SP8	ENSG00000164651	7	20823906	20826505	-1
ID9794	NA	MESDC2	ENSG00000117899	15	81239667	81282219	-1
ID9795	IPI00954530	OCIAD1	ENSG00000109180	4	48807229	48863834	1
ID9796	IPI00170692	VAPA	ENSG00000101558	18	9913999	9960018	1
ID9798	IPI00295368	GCNT1	ENSG00000187210	9	79034752	79122332	1
ID9800	IPI00985315	PRDM11	ENSG00000019485	11	45115564	45247734	1
ID9802	NA	LRRC40	ENSG00000066557	1	70610488	70671303	-1
ID9803	NA	CDH11	ENSG00000140937	16	64977656	65160015	-1
ID9804	IPI00915424	CAND1	ENSG00000111530	12	67663061	67713731	1
ID9805	NA	DHX30	ENSG00000132153	3	47844399	47891685	1
ID9806	IPI00167638	GTPBP10	ENSG00000105793	7	89964537	90020769	1
ID9808	IPI00966125	TMEM232	ENSG00000186952	5	109624934	110074657	-1
ID9809	IPI00401424	C14orf182	ENSG00000214900	14	50448430	50474238	-1
ID9810	NA	LINC00545	ENSG00000236094	13	31456688	31457532	1
ID9811	IPI00791403	RBP1	ENSG00000114115	3	139236276	139258671	-1
ID9812	IPI00217923	DZIP1L	ENSG00000158163	3	137780832	137834660	-1
ID9813	IPI00291440	KCTD4	ENSG00000180332	13	45766988	45775175	-1
ID9814	NA	C11orf49	ENSG00000149179	11	46958240	47185936	1
ID9815	IPI00793733	HOXB-AS3	ENSG00000233101	17	46626992	46683776	1
ID9816	IPI00718966	TIRAP	ENSG00000150455	11	126152960	126168740	1
ID9817	NA	UMPS	ENSG00000114491	3	124449213	124464040	1
ID9818	IPI00162563	RNF40	ENSG00000103549	16	30773066	30787628	1
ID9819	NA	SAP30L	ENSG00000164576	5	153825517	153840614	1
ID9820	IPI01009453	SLC13A2	ENSG00000007216	17	26800311	26824799	1
ID9822	IPI00552287	VASH1	ENSG00000071246	14	77228532	77249354	1
ID9823	IPI00009722	IQCH	ENSG00000103599	15	67547138	67794598	1
ID9824	NA	IQCH	ENSG00000103599	15	67547138	67794598	1
ID9825	IPI00982783	POLD3	ENSG00000077514	11	74204896	74380162	1
ID9826	IPI00290308	TRIB1	ENSG00000173334	8	126442563	126450647	1
ID9827	NA	RNF7	ENSG00000114125	3	141457046	141466402	1
ID9829	IPI00375611	TMEM107	ENSG00000179029	17	8076555	8079717	-1
ID9830	NA	RGCC	ENSG00000102760	13	42031695	42045018	1
ID9832	IPI01020846	TMEM106C	ENSG00000134291	12	48357352	48362661	1
ID9833	IPI00168944	KBTBD8	ENSG00000163376	3	67048727	67061634	1
ID9834	NA	ECHDC2	ENSG00000121310	1	53361656	53392884	-1
ID9835	IPI00299652	ADAM11	ENSG00000073670	17	42836399	42859214	1
ID9836	NA	ZNF776	ENSG00000152443	19	58258164	58269527	1
ID9837	NA	TMEM161B-AS1	ENSG00000247828	5	87564712	87732502	1
ID9838	IPI01012532	RIT1	ENSG00000143622	1	155867599	155881195	-1
ID9842	IPI00217023	MMAA	ENSG00000151611	4	146539415	146581187	1
ID9843	IPI00465074	KLC3	ENSG00000104892	19	45836692	45854778	1
ID9844	IPI00879804	SYCE3	ENSG00000217442	22	50989541	51001334	-1
ID9845	NA	PPM1L	ENSG00000163590	3	160473390	160796695	1
ID9848	NA	CLTC	ENSG00000141367	17	57697219	57773671	1
ID9850	NA	PDE8A	ENSG00000073417	15	85523671	85682376	1
ID9851	NA	NAB1	ENSG00000138386	2	191511472	191557492	1
ID9854	NA	ANO4	ENSG00000262139	HSCHR12_3_CTG2_1	101505377	101522419	1
ID9855	NA	CADPS	ENSG00000163618	3	62384022	62861054	-1
ID9857	IPI00419932	RAB12	ENSG00000206418	18	8609443	8639379	1
ID9859	NA	AQR	ENSG00000021776	15	35147732	35262040	-1
ID9861	IPI00006079	BCLAF1	ENSG00000029363	6	136578001	136610989	-1
ID9862	NA	ZNF286A	ENSG00000255104	17	15603006	15648092	1
ID9863	NA	RNF145	ENSG00000145860	5	158584417	158637061	-1
ID9864	IPI00009111	TPBG	ENSG00000146242	6	83072923	83080545	1
ID9865	NA	YTHDC1	ENSG00000083896	4	69176105	69215807	-1
ID9866	IPI01015722	ADAMTSL1	ENSG00000178031	9	18473892	18910948	1
ID9867	IPI00879164	PSG6	ENSG00000170848	19	43406231	43423715	-1
ID9868	IPI00001413	ONECUT2	ENSG00000119547	18	55102917	55158529	1
ID9870	IPI00157034	SLC10A4	ENSG00000145248	4	48485360	48491213	1
ID9871	NA	HOXA-AS3	ENSG00000254369	7	27169596	27195542	1
ID9872	IPI00184719	WDR16	ENSG00000166596	17	9479944	9546776	1
ID9873	NA	VPS8	ENSG00000156931	3	184529931	184770402	1
ID9874	NA	PVR	ENSG00000073008	19	45147098	45166850	1
